CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG;STAT
CAT048;20;129;16:48:33:820;41,31838824;2,140739;167,638246065006;549,994263219913;2,046875;58,754883;570;5,5;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-117,949219;130;0,2;-512;-736;2031;136,62;245,3082;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:33:867;41,35040693;2,23469325;594,33797134459;1949,92778990619;6,703125;63,522949;6332;19,5;345084;VLG5QB;1015;0,527;-114,258;170;0,031;168;-115,3125;160;0,252;-960;-960;320;170,28;245,6927;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:34:055;41,33834778;2,3843667;1645,80869322643;5399,63499308499;12,992188;79,876099;6211;54;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;1,582031;200;0,332;-640;-640;437;218,9;4,455;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:35:516;41,14735447;1,97484554;1805,94490631297;5925,01628642785;10,894531;212,102051;1000;59,25;344449;IBE04YG;1015;N/A;N/A;N/A;N/A;N/A;-102,832031;246;0,412;2752;2624;3101;279,84;257,6019;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:36:023;41,20554978;1,52023956;700,569900034927;2298,45775083059;26,945312;257,964478;7064;23;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;146,52;36,1176;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:36:898;41,52660729;1,9734298;510,57610528823;1675,11850927384;14,742188;336,84082;7024;16,75;34658A;ECNIK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1377;77,88;112,6154;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:37:516;41,54447755;2,30433853;1821,19139796123;5975,03758608712;17,265625;31,920776;1111;59,75;4D2340;EWG7524;1015;N/A;N/A;N/A;N/A;N/A;-121,289062;220;0,368;-768;-736;1129;262,68;237,7606;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:37:875;41,37845783;2,31788582;1226,7611080464;4024,80691372294;10,832031;64,379883;1000;40,25;4D2235;RYR651H;1015;N/A;N/A;N/A;N/A;N/A;-113,730469;170;0,276;-1760;-1600;3618;191,84;246,6431;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:37:805;41,31735273;2,13773552;152,398520862684;499,995163187127;1,898438;58,233032;570;5;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-117,070312;130;0,196;-736;-576;2031;137,5;245,484;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:37:859;41,34912113;2,2309127;579,099223786034;1899,93189736617;6,515625;63,462524;6332;19;345084;VLG5QB;1015;N/A;N/A;N/A;N/A;N/A;-115,136719;160;0,252;-960;-992;320;170,28;245,6927;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:38:031;41,34227269;2,38465257;1630,56883646175;5349,63546141718;13,046875;78,865356;6211;53,5;344694;VLG88YX;1015;-2,812;2,109;218;-0,281;220;0,527344;198;0,328;-704;-704;437;217,36;2,1094;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:39:438;41,2893601;2,09487526;7,78120011091232E-05;0,000255288725718856;0,753906;205,532227;1447;-0,25;4BA9DA;THY7RS;1015;N/A;N/A;N/A;N/A;N/A;-115,488281;106;0,16;64;32;140;106,48;245,5994;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:40:023;41,2070032;1,52264378;700,5735504115;2298,46972713207;26,820312;258,096313;7064;23;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;139,7;39,2157;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:40:898;41,52605501;1,97524064;510,576469947584;1675,11970566283;14,679688;337,08252;7024;16,75;34658A;ECNIK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1377;78,32;116,5649;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:41:500;41,54188253;2,29889423;1805,95300885383;5925,042869568;17,003906;31,497803;1111;59,25;4D2340;EWG7524;1015;N/A;N/A;N/A;N/A;N/A;-121,289062;220;0,372;-736;-704;1129;263,56;237,876;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:41:867;41,37710413;2,31359119;1188,66346221138;3899,81463336158;10,621094;64,324951;1000;39;4D2235;RYR651H;1015;-0,176;-113,203;190;-0,125;184;-113,730469;169;0,272;-1696;-1728;3618;189,64;246,6815;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:41:789;41,31625723;2,13457285;137,158785122447;449,996028581128;1,742188;57,595825;570;4,5;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-116,894531;132;0,2;-832;-768;2031;138,38;245,6543;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:41:859;41,34785072;2,22722323;556,240409044549;1824,93578360972;6,332031;63,407593;6332;18,25;345084;VLG5QB;1015;N/A;N/A;N/A;N/A;N/A;-115,136719;160;0,252;-960;-960;320;170,28;245,6927;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:42:016;41,3464144;2,38460923;1615,32930301316;5299,6369904977;13,09375;77,794189;6211;53;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;-0,351562;198;0,328;-736;-704;437;216,26;1,0602;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:43:500;41,28837734;2,09220036;4,05814498662949E-05;0,000133141243979335;0,863281;211,102295;1447;-0,25;4BA9DA;THY7RS;1015;0;-114,258;124;-0,125;122;-115,839844;120;0,18;256;32;140;123,2;245,517;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:44:023;41,20956109;1,5246518;708,196307350881;2323,47877300907;26,699219;258,376465;7064;23,25;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;143,88;37,2491;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:44:891;41,52528918;1,9770569;502,956716624089;1650,12051416897;14,605469;337,307739;7024;16,5;34658A;ECNIK;N/A;NV;118,828;80;NV;NV;N/A;N/A;N/A;N/A;N/A;1377;80,08;119,1193;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:45:492;41,53929564;2,29339087;1790,71458798647;5875,04804884953;16,742188;31,052856;1111;58,75;4D2340;EWG7524;1015;N/A;N/A;N/A;N/A;N/A;-123,574219;222;0,372;-832;-768;1129;263,78;237,3926;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:45:859;41,37574409;2,30930024;1150,56576521508;3774,82218514826;10,410156;64,27002;1000;37,75;4D2235;RYR651H;1015;N/A;N/A;N/A;N/A;N/A;-114,257812;168;0,272;-1888;-1888;3618;188,76;246,5607;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:45:773;41,3152373;2,13154429;121,919015238062;399,996781953642;1,59375;56,815796;570;4;71C211;TWB407;1015;0,703;-114,082;138;0,031;136;-116,894531;132;0,2;-512;-608;2031;137,94;246,0333;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:45:852;41,34654288;2,22336496;533,381613587961;1749,93973312392;6,140625;63,336182;6332;17,5;345084;VLG5QB;1015;N/A;N/A;N/A;N/A;N/A;-115,136719;159;0,248;-928;-928;320;169,18;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:46:000;41,35044901;2,3847562;1607,70964456908;5274,63811028803;13,152344;76,766968;6211;52,75;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;-1,933594;197;0,328;-736;-736;437;215,16;0;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:47:547;41,2873338;2,08913654;-2,68053263425827E-05;-8,7943986877799E-05;0,992188;216,095581;1447;-0,25;4BA9DA;THY7RS;1015;N/A;N/A;N/A;N/A;N/A;-115,839844;134;0,204;-160;-32;140;138,82;245,2808;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:48:016;41,21124153;1,5270033;708,19980839733;2323,4902593823;26,574219;258,54126;7064;23,25;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;140,8;38,9246;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:48:891;41,52463517;1,97879735;502,956987007521;1650,12140125376;14,539062;337,532959;7024;16,5;34658A;ECNIK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1377;80,52;118,1525;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:49:484;41,53646742;2,2878833;1767,85596711654;5800,05257115464;16,46875;30,618896;1111;58;4D2340;EWG7524;1015;-22,5;-128,145;264;-1,656;248;-130,253906;223;0,372;-928;-896;1129;264,44;231,9104;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:49:859;41,3743777;2,30501298;1112,46801724937;3649,82956971242;10,199219;64,215088;1000;36,5;4D2235;RYR651H;1015;N/A;N/A;N/A;N/A;N/A;-114,785156;169;0,272;-1888;-1888;3618;188,1;246,1597;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:49:766;41,31419812;2,12841891;106,679228437133;349,997479825684;1,441406;55,81604;570;3,5;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-117,246094;130;0,196;-960;-832;2031;137,94;246,0333;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:49:844;41,34527633;2,21966795;518,142730599269;1699,94339625931;5,957031;63,270264;6332;17;345084;VLG5QB;1015;0;-114,434;168;0;166;-115,136719;157;0,244;-1024;-960;320;169,18;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:49:984;41,35432176;2,38442127;1592,47038948629;5224,6405526422;13,191406;75,767212;6211;52,25;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;-9,140625;195;0,324;-832;-832;437;213,84;355,6989;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:51:586;41,28611856;2,08573693;-0,00012777466326952;-0,000419208226241171;1,144531;220,171509;1447;-0,75;4BA9DA;THY7RS;1015;N/A;N/A;N/A;N/A;N/A;-116,015625;146;0,22;-1120;256;140;153,12;245,2753;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:52:023;41,21502368;1,52879208;708,201967118308;2323,49734180043;26,449219;258,986206;7064;23,25;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;184,8;25,675;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:52:891;41,5239919;1,98058593;502,957271912135;1650,12233598021;14,472656;337,769165;7024;16,5;34658A;ECNIK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1377;79,2;114,6204;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:53:477;41,53329524;2,28293197;1752,61680924054;5750,05533242874;16,191406;30,283813;1111;57,5;4D2340;EWG7524;1015;N/A;N/A;N/A;N/A;N/A;-138,339844;223;0,372;-992;-896;1129;263,34;224,0717;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:53:750;41,31317123;2,12537299;91,4394115936011;299,99807913275;1,292969;54,645996;570;3;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-117,421875;132;0,2;-608;-544;2031;137,5;245,484;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:53:844;41,34397399;2,21589782;502,903832620941;1649,94701021609;5,769531;63,204346;6332;16,5;345084;VLG5QB;1015;N/A;N/A;N/A;N/A;N/A;-115,136719;157;0,244;-768;-832;320;167,86;245,7202;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:53:852;41,37296188;2,30075693;1074,37019566167;3524,83671273464;9,988281;64,176636;1000;35,25;4D2235;RYR651H;1015;N/A;N/A;N/A;N/A;N/A;-115,136719;168;0,272;-1856;-1888;3618;186,78;245,6268;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:53:969;41,35812612;2,38330166;1577,2317861151;5174,64513315785;13,199219;74,750977;6211;51,75;344694;VLG88YX;1015;-23,555;-12,129;212;-2,156;216;-17,578125;195;0,324;-672;-704;437;212,96;347,7887;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:55:617;41,2848872;2,08212519;-0,000269385986030102;-0,000883812318406999;1,308594;223,555298;1447;-0,5;4BA9DA;THY7RS;1015;N/A;N/A;N/A;N/A;N/A;-115,664062;157;0,236;1312;864;140;164,78;245,6104;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:56:016;41,21738765;1,53107152;708,20521432627;2323,5079953702;26,320312;259,244385;7064;23,25;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;174,02;29,2786;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:56:891;41,52348677;1,98238607;510,577624044381;1675,12349206977;14,414062;338,021851;7024;16,75;34658A;ECNIK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1377;77,44;113,5822;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:57:469;41,52950491;2,27868048;1737,37692779489;5700,05571978658;15,898438;30,102539;1111;57;4D2340;EWG7524;1015;N/A;N/A;N/A;N/A;N/A;-147,128906;222;0,372;-896;-800;1129;261,58;215,8154;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:57:719;41,31212745;2,12232186;83,8195707695559;274,99860056359;1,144531;53,206787;570;2,75;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-117,421875;133;0,2;-640;-768;2031;137,5;245,484;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:57:844;41,37154177;2,29659952;1036,27227245644;3399,84352236598;9,78125;64,14917;1000;34;4D2235;RYR651H;1015;0,352;-114,434;186;0,031;182;-115,136719;169;0,272;-1824;-1888;3618;186,78;245,6268;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:57:836;41,34268096;2,21212131;487,664901285432;1599,9505147333;5,582031;63,127441;6332;16;345084;VLG5QB;1015;N/A;N/A;N/A;N/A;N/A;-114,960938;156;0,244;-832;-768;320;166,98;245,5829;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:57:953;41,36174818;2,38161534;1561,99363590404;5124,65120041942;13,183594;73,751221;6211;51,25;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;-26,71875;193;0,32;-672;-672;437;213,18;339,093;No alert, no SPI, aircraft airbone
CAT048;20;129;16:48:59:641;41,28356787;2,07825326;22,8595416331664;74,9984985717576;1,488281;226,345825;1447;0,75;4BA9DA;THY7RS;1015;-0,176;-113,73;168;-0,281;166;-116,015625;162;0,244;2080;2016;140;168,52;246,1707;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:00:008;41,2193234;1,53347411;715,828738125972;2348,51955719322;26,191406;259,447632;7064;23,5;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;163,24;32,948;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:00:883;41,5228373;1,98418493;510,577892743051;1675,12437362711;14,347656;338,26355;7024;16,75;34658A;ECNIK;N/A;NV;115,488;80;NV;NV;N/A;N/A;N/A;N/A;N/A;1377;79,64;115,274;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:01:461;41,52542812;2,27525216;1722,13647662383;5650,05423796651;15,609375;30,064087;1111;56,5;4D2340;EWG7524;1015;N/A;N/A;N/A;N/A;N/A;-155,917969;221;0,372;-640;-672;1129;260,48;207,4493;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:01:695;41,31104029;2,11918483;60,9597092373297;199,999052454201;0,992188;51,317139;570;2;71C211;TWB407;1015;-0,527;-114,434;138;-0,156;136;-117,773438;132;0,2;-960;-768;2031;137,5;245,484;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:01:820;41,34147638;2,20857609;472,425872205757;1549,95369856753;5,40625;63,045044;6332;15,5;345084;VLG5QB;1015;N/A;N/A;N/A;N/A;N/A;-114,960938;156;0,244;-800;-672;320;165,66;245,7532;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:01:930;41,36515174;2,37901869;1546,75619033445;5074,65957949687;13,128906;72,751465;6211;50,75;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;-35,859375;190;0,316;-704;-640;437;212,52;332,2266;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:01:836;41,37014679;2,29252194;998,174266110174;3274,8500592249;9,578125;64,121704;1000;32,75;4D2235;RYR651H;1015;N/A;N/A;N/A;N/A;N/A;-115,3125;169;0,272;-1920;-1856;3618;185,46;245,7861;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:03:664;41,28239612;2,07452742;68,5793192610145;224,997773804307;1,660156;228,609009;1447;2,25;4BA9DA;THY7RS;1015;N/A;N/A;N/A;N/A;N/A;-116,367188;161;0,244;2656;2464;140;167,2;246,3464;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:04:008;41,22157242;1,53580427;715,832081052475;2348,5305248002;26,0625;259,694824;7064;23,5;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;160,82;34,2114;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:04:883;41,52223386;1,98591351;502,958153861575;1650,12522951521;14,285156;338,499756;7024;16,5;34658A;ECNIK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1377;81,62;113,1042;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:05:453;41,52109132;2,2727624;1706,89544547535;5600,05085333336;15,328125;30,19043;1111;56;4D2340;EWG7524;1015;-25,664;-161,016;258;-2,062;246;-164,355469;221;0,372;-480;-576;1129;258,28;198,9954;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:05:656;41,31005661;2,11622332;53,339817837812;174,999407955007;0,851562;48,78479;570;1,75;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-117,421875;131;0,2;-672;-640;2031;137,5;245,484;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:05:813;41,34019767;2,20478945;457,186874422245;1499,95698507948;5,21875;62,946167;6332;15;345084;VLG5QB;1015;-0,176;-114,258;164;0;162;-115,136719;155;0,24;-832;-672;320;164,34;245,929;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:05:914;41,36838454;2,37594643;1531,51909453515;5024,6691061147;13,054688;71,757202;6211;50,25;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;-41,308594;189;0,312;-736;-768;437;210,76;322,9102;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:05:828;41,3687323;2,28826431;960,076309213415;3149,85675831974;9,367188;64,077759;1000;31,5;4D2235;RYR651H;1015;N/A;N/A;N/A;N/A;N/A;-115,664062;169;0,272;-1856;-1888;3618;185,46;245,7861;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:07:672;41,28114458;2,07073717;121,919058687054;399,996924502833;1,839844;230,388794;1447;4;4BA9DA;THY7RS;1015;N/A;N/A;N/A;N/A;N/A;-116,71875;160;0,244;2784;2528;140;166,1;246,2091;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:08:000;41,22307114;1,53833104;723,455867407843;2373,54294802635;25,933594;259,84314;7064;23,75;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;152,9;37,5568;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:08:875;41,52161934;1,98786283;502,958473030478;1650,12627665731;14,21875;338,774414;7024;16,5;34658A;ECNIK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1377;78,98;112,3352;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:09:453;41,51592316;2,2722965;1699,27305505145;5575,04300993501;15,050781;30,717773;1111;55,75;4D2340;EWG7524;1015;N/A;N/A;N/A;N/A;N/A;-172,792969;220;0,368;-544;-512;1129;256,96;191,0028;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:09:609;41,30905335;2,11321742;30,47990486864;99,9996910892289;0,710938;45,214233;570;1;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-117,773438;130;0,196;-1024;-768;2031;136,62;245,3082;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:09:813;41,33894453;2,2010776;449,567821178585;1474,96009043555;5,035156;62,841797;6332;14,75;345084;VLG5QB;1015;N/A;N/A;N/A;N/A;N/A;-115,136719;152;0,236;-736;-672;320;161,26;245,8191;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:09:898;41,37119899;2,37269747;1516,2820616588;4974,67883917266;12,96875;70,845337;6211;49,75;344694;VLG88YX;1015;-4,043;-40,605;208;-0,344;206;-42,1875;186;0,308;-800;-864;437;207,9;319,4879;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:09:820;41,36737167;2,28426034;921,978183290921;3024,86290286819;9,167969;64,0448;1000;30,25;4D2235;RYR651H;1015;N/A;N/A;N/A;N/A;N/A;-116,191406;169;0,268;-1920;-1888;3618;183,7;245,528;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:11:992;41,22288401;1,54118421;715,840456893668;2348,55800459502;25,808594;259,766235;7064;23,5;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;116,16;72,2241;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:12:875;41,5210918;1,98965573;510,578777138144;1675,12727518591;14,160156;339,032593;7024;16,75;34658A;ECNIK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1377;77,66;111,9342;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:13:453;41,51137584;2,27142917;1684,03122111224;5525,03699147387;14,796875;31,129761;1111;55,25;4D2340;EWG7524;1015;N/A;N/A;N/A;N/A;N/A;179,472656;220;0,368;-480;-480;1129;255,64;183,1421;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:13:547;41,30801583;2,11012013;22,8599701533094;74,9999044777836;0,570312;39,732056;570;0,75;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-117,421875;128;0,192;-640;-608;2031;136,18;245,6927;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:13:805;41,33777896;2,19760213;434,328676288947;1424,96289431583;4,863281;62,731934;6332;14,25;345084;VLG5QB;1015;N/A;N/A;N/A;N/A;N/A;-115,136719;149;0,232;-640;-576;320;158,18;245,7037;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:13:883;41,37398548;2,36919915;1501,04520114232;4924,68913771576;12,875;69,911499;6211;49,25;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;-45,703125;184;0,304;-832;-896;437;206,8;317,3511;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:13:813;41,36592469;2,28011921;883,880072304048;2899,86909641801;8,960938;64,022827;1000;29;4D2235;RYR651H;1015;0,703;-114,785;184;-0,062;182;-116,367188;169;0,268;-1952;-1920;3618;183,92;245,2423;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:15:984;41,22357396;1,54399781;715,844805331901;2348,57227112511;25,675781;259,804688;7064;23,5;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;117,48;72,4438;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:16:867;41,5206188;1,99140852;510,57908809185;1675,12829537527;14,105469;339,290771;7024;16,75;34658A;ECNIK;N/A;NV;111,973;74;NV;NV;N/A;N/A;N/A;N/A;N/A;1377;74,36;112,0825;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:17:453;41,50700114;2,27097167;1676,4093196243;5500,0307521962;14,5625;31,59668;1111;55;4D2340;EWG7524;1015;N/A;N/A;N/A;N/A;N/A;171,386719;221;0,368;-448;-480;1129;254,98;175,4956;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:17:445;41,30706137;2,10713832;7,62001035641879;25,000034777753;0,445312;31,063843;570;0,25;71C211;TWB407;1015;-0,879;-114,082;136;-0,156;134;-116,894531;130;0,196;-544;-576;2031;136,18;245,6927;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:17:797;41,33659673;2,19413764;419,089496096596;1374,96558237356;4,691406;62,627563;6332;13,75;345084;VLG5QB;1015;N/A;N/A;N/A;N/A;N/A;-114,960938;146;0,228;-736;-640;320;154,44;245,9235;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:17:859;41,37663662;2,36541494;1478,18851294834;4849,70000082144;12,769531;68,977661;6211;48,5;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;-55,019531;183;0,3;-992;-1056;437;205,7;311,4459;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:17:805;41,36451282;2,27595522;845,781934247352;2774,87520115608;8,753906;63,984375;1000;27,75;4D2235;RYR651H;1015;N/A;N/A;N/A;N/A;N/A;-116,367188;170;0,268;-1888;-1856;3618;182,6;245,3961;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:19:984;41,22520135;1,54640876;723,468334696256;2373,58385120486;25,550781;259,974976;7064;23,75;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;120,56;64,8083;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:20:867;41,5200603;1,99312842;518,199337212369;1700,12911349983;14,046875;339,537964;7024;17;34658A;ECNIK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1377;72,6;112,6758;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:21:273;41,30608029;2,10411239;2,74078920483589E-05;8,99209085479379E-05;0,335938;16,067505;570;0;71C211;TWB407;1015;N/A;N/A;N/A;N/A;N/A;-117,773438;130;0,196;-608;-672;2031;137,06;245,863;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:21:453;41,50223677;2,27210273;1668,78651818354;5475,02156031727;14,347656;32,371216;1111;54,75;4D2340;EWG7524;1015;-24,082;167,871;254;-1,844;244;163,652344;219;0,368;-544;-544;1129;253,88;167,9315;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:21:789;41,33543063;2,19066166;403,850289391354;1324,96818344673;4,519531;62,501221;6332;13,25;345084;VLG5QB;1015;-0,176;-114,258;152;0;150;-115,136719;144;0,224;-768;-736;320;152,24;245,9564;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:21:852;41,37864443;2,3611365;1462,95204452891;4799,71158577223;12,632812;68,153687;6211;48;344694;VLG88YX;1015;N/A;N/A;N/A;N/A;N/A;-66,445312;181;0,296;-1088;-1120;437;205,48;302,0636;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:21:805;41,36312901;2,27196529;807,683672157116;2649,88089895995;8,554688;63,956909;1000;26,5;4D2235;RYR651H;1015;N/A;N/A;N/A;N/A;N/A;-116,367188;170;0,268;-1888;-1760;3618;182,38;245,6818;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:23:680;41,2750928;2,05685749;335,277874198742;1099,9930607862;2,5625;233,102417;1447;11;4BA9DA;THY7RS;1015;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;140;162,14;227,2467;No alert, no SPI, aircraft airbone
CAT048;20;129;16:49:23:984;41,2268285;1,54891098;723,471997091547;2373,59586693783;25,421875;260,145264;7064;23,75;346515;ARK31YI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;240;123,42;60,5237;No alert, no SPI, aircraft airbone
